ID	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	celltype
FAN_EMBRYONIC_CTX_NSC_2	86	-0.284570929252478	-0.680732681753045	0.817931034482759	0.867851707948842	0.547712652198734	1541	tags=24%, list=21%, signal=19%	NK T cells
DESCARTES_FETAL_ADRENAL_ERYTHROBLASTS	20	0.271211742721942	0.698796249039232	0.83252427184466	0.879207875873333	0.554879679463608	917	tags=15%, list=13%, signal=13%	NK T cells
ZHENG_CORD_BLOOD_C2_PUTATIVE_BASOPHIL_EOSINOPHIL_MAST_CELL_PROGENITOR	73	-0.280632235286386	-0.657006083355073	0.832394366197183	0.879207875873333	0.554879679463608	954	tags=25%, list=13%, signal=22%	NK T cells
MANNO_MIDBRAIN_NEUROTYPES_HRGL2C	67	-0.266548254038481	-0.617319790779809	0.84692417739628	0.892330368725219	0.563161457672413	703	tags=16%, list=10%, signal=15%	NK T cells
DESCARTES_FETAL_LUNG_MYELOID_CELLS	14	0.265075716737164	0.641349622787015	0.870824053452116	0.914967984869474	0.577448355611615	2024	tags=43%, list=28%, signal=31%	NK T cells
DESCARTES_MAIN_FETAL_LYMPHATIC_ENDOTHELIAL_CELLS	12	-0.293140806218642	-0.602134333253674	0.872458410351202	0.914967984869474	0.577448355611615	1719	tags=33%, list=24%, signal=25%	NK T cells
DESCARTES_FETAL_KIDNEY_ERYTHROBLASTS	41	0.229636338385302	0.676218746537661	0.87598944591029	0.916544512850581	0.578443323200996	1010	tags=17%, list=14%, signal=15%	NK T cells
ZHONG_PFC_C3_MICROGLIA	141	-0.269666392330382	-0.681659674660998	0.88	0.917816713884464	0.579246226042594	861	tags=12%, list=12%, signal=11%	NK T cells
DESCARTES_MAIN_FETAL_CSH1_CSH2_POSITIVE_CELLS	32	0.235265403458857	0.658785573170831	0.881266490765171	0.917816713884464	0.579246226042594	1452	tags=22%, list=20%, signal=18%	NK T cells
GAUTAM_EYE_IRIS_CILIARY_BODY_CILIARY_BODY_ENDOTHELIAL_CELLS	236	-0.266060547382602	-0.707186619437279	0.884571428571429	0.919140886699507	0.580081928960332	1079	tags=19%, list=15%, signal=17%	NK T cells
DESCARTES_MAIN_FETAL_PDE1C_ACSM3_POSITIVE_CELLS	126	-0.266544667480744	-0.66610719531576	0.886743886743887	0.919284946807883	0.58017284719361	1004	tags=13%, list=14%, signal=11%	NK T cells
DESCARTES_MAIN_FETAL_PHOTORECEPTOR_CELLS	12	0.251203613983788	0.588267714523359	0.89587852494577	0.926629504062902	0.584808094087206	1397	tags=25%, list=19%, signal=20%	NK T cells
DESCARTES_MAIN_FETAL_SYNCYTIOTROPHOBLASTS_AND_VILLOUS_CYTOTROPHOBLASTS	25	-0.253430360529949	-0.541394089569029	0.915702479338843	0.944971508358806	0.596383974767668	2009	tags=40%, list=28%, signal=29%	NK T cells
DESCARTES_FETAL_STOMACH_CILIATED_EPITHELIAL_CELLS	18	0.237724074716136	0.602824011951678	0.91866028708134	0.945864350252313	0.596947459055372	1002	tags=17%, list=14%, signal=14%	NK T cells
ZHONG_PFC_C1_OPC	74	-0.228995480720384	-0.534799908168067	0.926241134751773	0.95142607635399	0.60045753770827	1166	tags=16%, list=16%, signal=14%	NK T cells
DESCARTES_MAIN_FETAL_CLC_IL5RA_POSITIVE_CELLS	68	-0.225120351065716	-0.521676563882395	0.931133428981349	0.95142607635399	0.60045753770827	2417	tags=41%, list=33%, signal=28%	NK T cells
DESCARTES_FETAL_HEART_MYELOID_CELLS	11	-0.253899881812835	-0.518978943453893	0.932481751824818	0.95142607635399	0.60045753770827	1390	tags=27%, list=19%, signal=22%	NK T cells
