gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,threshold,celltype
AC012065.4,0.0114879277837669,4.43632166809077e-08,0.0014426950010736,0.521717373296097,0.988334755250581,FALSE,CD8 Terminally Exhausted
LDAH,5.80527304841983,1.24643387556672e-06,0.0014426873003223,0.597393466851933,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC018742.1,0.402901608717069,-2.40793180205225e-07,0.00144269492439713,0.458362767838289,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC018467.1,0.0114879277837669,4.43632166809077e-08,0.0014426950010736,0.521717373296097,0.988334755250581,FALSE,CD8 Terminally Exhausted
KLHL29,0.111855237092024,-6.51743185220799e-08,0.0014426948972615,0.601509007942487,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC009242.1,0.055927618546012,-5.50796781058639e-08,0.00144269493333226,0.554094551325039,0.988334755250581,FALSE,CD8 Terminally Exhausted
ATAD2B,19.6347716229425,2.61815324164221e-06,0.00144267834313088,0.527410108285542,0.988334755250581,FALSE,CD8 Terminally Exhausted
MFSD2B,0.0229758555675337,8.41770154204364e-08,0.00144269499227261,0.584310107898564,0.988334755250581,FALSE,CD8 Terminally Exhausted
WDCP,1.99149133213123,-2.83839216171074e-07,0.00144269324935302,0.744615147817426,0.988334755250581,FALSE,CD8 Terminally Exhausted
FKBP1B,1.19805357885127,-4.33942684247863e-07,0.00144269360281397,0.586640889351028,0.988334755250581,FALSE,CD8 Terminally Exhausted
FAM228B,5.76623200847159,7.08108988424349e-07,0.00144268983893724,0.72118667902722,0.988334755250581,FALSE,CD8 Terminally Exhausted
TP53I3,0.28756868612949,-6.01587232634508e-08,0.00144269453983475,0.563373013156237,0.988334755250581,FALSE,CD8 Terminally Exhausted
PFN4,0.0114879277837669,4.43632166809077e-08,0.0014426950010736,0.521717373296097,0.988334755250581,FALSE,CD8 Terminally Exhausted
ITSN2,45.7911283347884,2.99910040546166e-06,0.00144264476098005,0.634657104347555,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC009228.1,0.419934183332471,-4.04632260318735e-07,0.0014426944814883,0.402731939665642,0.988334755250581,FALSE,CD8 Terminally Exhausted
NCOA1,44.5516940897059,6.60504264967199e-06,0.00144267574220645,0.345778207953525,0.988334755250581,FALSE,CD8 Terminally Exhausted
PTRHD1,35.5665135796416,1.85732549204323e-06,0.00144266695671411,0.702286836015364,0.988334755250581,FALSE,CD8 Terminally Exhausted
CENPO,3.09562123003557,8.65298491565561e-07,0.00144269338630143,0.447240980810415,0.988334755250581,FALSE,CD8 Terminally Exhausted
ADCY3,1.8591356074981,9.81543395872124e-07,0.00144269322545494,0.468791443671294,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC012073.1,0.0346612260334591,8.86008764995691e-08,0.00144269498911035,0.635602535135706,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC013267.4,0.0114879277837669,4.43632166809077e-08,0.0014426950010736,0.521717373296097,0.988334755250581,FALSE,CD8 Terminally Exhausted
EFR3B,0.0114879277837669,4.43632166809077e-08,0.0014426950010736,0.521717373296097,0.988334755250581,FALSE,CD8 Terminally Exhausted
POMC,8.12747686439255,-1.43259574792439e-06,0.00144268752690483,0.485381723842429,0.988334755250581,FALSE,CD8 Terminally Exhausted
LINC01381,0.014985761624969,5.48485258277326e-08,0.00144269499895836,0.54024753525423,0.988334755250581,FALSE,CD8 Terminally Exhausted
DNMT3A,10.6367809724931,2.25275918417181e-06,0.0014426836181053,0.460331365139258,0.988334755250581,FALSE,CD8 Terminally Exhausted
ARNILA,0.0496469876584282,1.1999103607761e-07,0.00144269498582046,0.696611793738275,0.988334755250581,FALSE,CD8 Terminally Exhausted
DTNB,9.95652991348512,3.41454551732036e-06,0.00144268628245863,0.329058636802922,0.988334755250581,FALSE,CD8 Terminally Exhausted
ASXL2,17.6127107778402,2.96915212274018e-06,0.00144268468193767,0.30792244487028,0.988334755250581,FALSE,CD8 Terminally Exhausted
GAREM2,1.54571370499848,1.32628897887165e-06,0.00144269365630144,0.33013058736902,0.988334755250581,FALSE,CD8 Terminally Exhausted
HADHB,18.0982489130137,1.68634278413219e-06,0.00144268183327115,0.59379682599191,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC010896.1,0.0114879277837669,4.43632166809077e-08,0.0014426950010736,0.521717373296097,0.988334755250581,FALSE,CD8 Terminally Exhausted
ADGRF3,0.482701954556114,4.82843987473777e-08,0.0014426942491301,0.738946376437553,0.988334755250581,FALSE,CD8 Terminally Exhausted
SELENOI,4.35211919140656,7.63048849234741e-07,0.001442689618584,0.714708943775003,0.988334755250581,FALSE,CD8 Terminally Exhausted
DRC1,0.406426550860015,-3.3891294008861e-07,0.00144269479804293,0.238828874921323,0.988334755250581,FALSE,CD8 Terminally Exhausted
SLC35F6,2.92265003735797,7.97241304431856e-07,0.00144269233847234,0.554791175319366,0.988334755250581,FALSE,CD8 Terminally Exhausted
CENPA,0.903462109146809,-5.06608083501314e-07,0.00144269422543656,0.369100090068993,0.988334755250581,FALSE,CD8 Terminally Exhausted
MAPRE3,0.334988616620275,-3.65330095324827e-07,0.00144269445944617,0.368103956375544,0.988334755250581,FALSE,CD8 Terminally Exhausted
TMEM214,7.30753191735514,1.41043042728419e-06,0.00144268829838612,0.528684315088912,0.988334755250581,FALSE,CD8 Terminally Exhausted
AGBL5,1.20347900330848,6.89643161832296e-07,0.00144269337903419,0.766368859720583,0.988334755250581,FALSE,CD8 Terminally Exhausted
AGBL5-AS1,0.0114879277837669,4.43632166809077e-08,0.0014426950010736,0.521717373296097,0.988334755250581,FALSE,CD8 Terminally Exhausted
AC013403.2,0.0894407428869707,1.259458621195e-07,0.00144269498963005,0.574640816641646,0.988334755250581,FALSE,CD8 Terminally Exhausted
OST4,170.272368755386,6.44020112876898e-06,0.00144264391313874,0.574642514486971,0.988334755250581,FALSE,CD8 Terminally Exhausted
EMILIN1,0.102076772363238,-1.54308873439157e-07,0.00144269487137233,0.648654841996926,0.988334755250581,FALSE,CD8 Terminally Exhausted
CGREF1,0.0294539291372761,-2.22179564119214e-07,0.00144269499366437,0.39908237275439,0.988334755250581,FALSE,CD8 Terminally Exhausted
ABHD1,0.195617131154734,2.03927708379464e-07,0.00144269494839955,0.791223218291596,0.988334755250581,FALSE,CD8 Terminally Exhausted
SLC5A6,3.47553537423413,8.32676834294714e-07,0.00144269164519668,0.577332986253821,0.988334755250581,FALSE,CD8 Terminally Exhausted
ATRAID,45.5508545155723,-2.34218115498591e-06,0.00144265316963295,0.707977637852795,0.988334755250581,FALSE,CD8 Terminally Exhausted
CAD,3.30431766512514,-2.72281946137796e-06,0.00144269202993138,0.580876124597449,0.988334755250581,FALSE,CD8 Terminally Exhausted
