p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.10981421988752e-130,0.26548116885366,0.723,0.612,1.71957966722199e-125,0,PICALM
7.1476530325763e-130,0.310637890205245,0.462,0.341,1.7287313624589e-125,0,NAA50
1.17187341456361e-129,-0.531424143283773,0.537,0.642,2.83429304046354e-125,0,CDC14A
1.77136724094274e-129,0.311778547921369,0.661,0.551,4.2842288089441e-125,0,KLF3
2.19216100323789e-128,-0.255104447184662,0.103,0.225,5.30196060243115e-124,0,BEX2
7.69924493461187e-128,0.294296056527564,0.407,0.289,1.86213937988523e-123,0,MYO1G
1.86818957818398e-127,0.251712377190595,0.89,0.832,4.51840331379578e-123,0,SRP14
2.51947944101388e-127,0.285227591200869,0.266,0.164,6.09361297603616e-123,0,CD320
6.6646911415714e-127,-0.43347419501371,0.35,0.487,1.61192219950046e-122,0,CD7
8.38246720396956e-127,-0.385786592130769,0.343,0.489,2.02738351795208e-122,0,RPS6KA5
1.59903354995363e-126,0.27512302653746,0.269,0.163,3.86742254391786e-122,0,MCOLN2
3.16068395964353e-126,-0.344480501277492,0.635,0.711,7.64443022479383e-122,0,EIF3E
8.89815384122743e-125,-0.365580051116287,0.608,0.718,2.15210748803927e-120,0,TNFAIP8
5.68433524469134e-124,-0.313032118793575,0.098,0.215,1.37481332228105e-119,0,INPP5A
8.04830639302865e-124,-0.31750772898337,0.102,0.219,1.94656338421791e-119,0,AC022217.4
1.05394730185115e-123,-0.293253060104627,0.976,0.936,2.5490769442572e-119,0,RPL8
1.17134960224207e-123,-0.526168354505227,0.492,0.598,2.83302614798268e-119,0,DDIT4
3.74616034172053e-123,-0.361288704153122,0.041,0.133,9.06046340248527e-119,0,TLE1
1.20379663880358e-122,-0.269891720913289,0.994,0.97,2.91150255061033e-118,0,RPL11
1.78379070609916e-122,0.302367414513032,0.405,0.286,4.31427620177144e-118,0,CPEB2
1.00313596995982e-121,-0.392741438360867,0.026,0.111,2.42618465694482e-117,0,IL12RB2
2.37436435614855e-121,-0.357385183171406,0.376,0.512,5.74263763178089e-117,0,FOXP1
1.24670040472159e-119,0.276761291122619,0.305,0.196,3.01526959885964e-115,0,KIF21A
1.97067060203328e-119,-0.376928210158658,0.629,0.695,4.76626391807769e-115,0,SNHG29
5.30639553884115e-119,0.252872879440172,0.828,0.755,1.28340482502412e-114,0,ARPC3
5.96052030334999e-119,-0.347738391739354,0.101,0.213,1.44161144056823e-114,0,DISC1
5.17578667315138e-118,0.271059292888755,0.781,0.709,1.25181576476839e-113,0,HLA-F
4.66392858665309e-117,-0.350481370914955,0.939,0.901,1.12801776796792e-112,0,EEF1B2
8.7391693776803e-117,0.259069693748612,0.6,0.489,2.11365550568576e-112,0,DSTN
6.76408930916753e-116,-0.280380007447206,0.057,0.154,1.63596264031526e-111,0,TAF4B
3.86837948880839e-115,0.28278661929736,0.407,0.298,9.35606263163197e-111,0,RAP2B
4.83332189522972e-115,-0.280785768950791,0.995,0.97,1.16898723358026e-110,0,RPL34
5.01771133546401e-115,-0.312395782249554,0.085,0.191,1.21358366359533e-110,0,ABCG1
2.02668804820007e-114,0.275207865619992,0.593,0.495,4.9017477133767e-110,0,TMEM50A
9.5744053717119e-114,-0.386241473730251,0.47,0.59,2.31566568320224e-109,0,GPCPD1
2.83084227340999e-113,-0.336877865184461,0.149,0.269,6.84667512246939e-109,0,BICDL1
3.00475372555265e-113,0.278918305862054,0.473,0.359,7.26729736062163e-109,0,SPN
7.06738741747002e-113,0.279603823941526,0.39,0.28,1.7093183207893e-108,0,TSEN54
6.81235704611767e-112,-0.662897480876655,0.113,0.215,1.64763667517402e-107,0,TYROBP
8.67661260922271e-112,-0.299202990667097,0.023,0.102,2.0985255256666e-107,0,KANK1
9.05065891051142e-112,-0.395602712765308,0.19,0.314,2.18899236409629e-107,0,PELI1
1.77670100498862e-110,-0.397731709264671,0.064,0.162,4.29712905066549e-106,0,IKZF2
1.10253578099993e-109,-0.282482554849011,0.126,0.241,2.66659303992644e-105,0,KIAA0355
4.47063191900551e-109,-0.326408244261575,0.932,0.9,1.08126703593067e-104,0,RPLP0
4.90027403123396e-109,-0.486505631007077,0.366,0.487,1.18518027719425e-104,0,PHACTR2
1.9407461770356e-108,0.254520420021384,0.783,0.706,4.69388870377831e-104,0,PSME1
3.03969655219775e-107,0.267682066432142,0.529,0.429,7.35181008114548e-103,0,PPP1CA
3.08599355479087e-107,0.258905010503521,0.636,0.545,7.46378401161719e-103,0,LSP1
5.66058841269621e-107,-0.266560959568393,0.997,0.977,1.3690699134947e-102,0,RPS18
5.02028433024684e-106,-0.304252669484056,0.668,0.75,1.2142059681135e-101,0,FAM107B
8.59348731339706e-106,0.352634189908475,0.598,0.479,2.07842084161821e-101,0,TRBC1
1.25817697649198e-105,0.289416480410076,0.421,0.312,3.04302683534351e-101,0,TRG-AS1
3.09471787245231e-105,0.257591775296258,0.66,0.551,7.48488464631316e-101,0,RAPGEF1
5.97672875006258e-105,-0.360631090854498,0.393,0.524,1.44553161549014e-100,0,TMEM131L
6.56703965117695e-105,-0.336969079964148,0.292,0.422,1.58830421003366e-100,0,ABCC1
1.08659624364194e-104,-0.349911141848438,0.478,0.581,2.62804167487239e-100,0,TMEM123
5.89763720058847e-104,0.257556773877031,0.364,0.254,1.42640253333433e-99,0,CD58
3.02761127767733e-103,0.257751850862262,0.39,0.285,7.3225806361904e-99,0,MXD4
4.0865656540825e-103,0.258223406483904,0.294,0.192,9.88376769096394e-99,0,B4GALT5
4.37941528584296e-103,0.264578661965607,0.31,0.208,1.05920538103398e-98,0,BRMS1L
1.22691101804998e-102,-0.380129140088366,0.254,0.38,2.96740698825569e-98,0,CMSS1
1.23466668930145e-101,0.252253860260739,0.716,0.636,2.98616485474449e-97,0,PSMA7
3.34019739820132e-101,-0.584214653962703,0.225,0.339,8.07860142728972e-97,0,PLCL1
4.06951510871012e-101,-0.435565404018226,0.245,0.363,9.84252924192631e-97,0,RGCC
1.10117024914213e-100,-0.315701248990469,0.517,0.639,2.66329036457515e-96,0,UBAC2
3.3197986130086e-100,-0.424603175884711,0.497,0.6,8.0292649254226e-96,0,CRYBG1
5.30276550288948e-100,-0.270796613428742,0.09,0.188,1.28252686452885e-95,0,DHRS3
5.56723192951228e-100,0.257610883200869,0.748,0.682,1.34649071447184e-95,0,ZBTB1
9.07811123576506e-100,-0.297546796927409,0.163,0.278,2.19563198348214e-95,0,HIVEP1
1.47858184349251e-99,-0.288599424420739,0.217,0.342,3.57609804667098e-95,0,CRTC3
4.63173931771877e-99,-0.352460674497579,0.311,0.44,1.12023247138346e-94,0,ZNF609
9.21542260373215e-99,-0.339021552431121,0.944,0.898,2.22884211093866e-94,0,RPS5
2.60735400777386e-98,0.267781589216206,0.473,0.375,6.30614640320186e-94,0,RASAL3
1.84228286047504e-96,0.261775125869071,0.496,0.396,4.45574532634493e-92,0,REEP5
4.41534252824213e-96,-0.27029128781004,0.04,0.117,1.06789474388064e-91,0,COLQ
9.70767365097076e-95,-0.347493579876679,0.558,0.663,2.34789794922379e-90,0,SORL1
1.5588861948666e-94,-0.261329788434139,0.115,0.219,3.77032215090436e-90,0,KLHL5
9.72556061512346e-94,-0.294537019076124,0.251,0.374,2.35222409037376e-89,0,HDAC4
2.21099687298329e-93,-0.357686315794443,0.26,0.375,5.34751703699739e-89,0,MAP3K1
1.54903766811659e-91,0.25054005736109,0.453,0.357,3.74650250410679e-87,0,CAPN2
2.27545338208996e-91,-0.25097619578214,0.206,0.325,5.50341154992278e-87,0,FCMR
5.05980190336988e-90,0.277184791159893,0.585,0.489,1.22376368834904e-85,0,YAF2
1.12436280894529e-89,-0.309951599478317,0.747,0.817,2.71938388971507e-85,0,ATM
5.37797835745537e-89,-0.353587921063115,0.342,0.46,1.30071784553415e-84,0,ETV6
5.63960277479419e-89,-0.31349047157165,0.175,0.281,1.36399432711172e-84,0,PBX4
9.81641237082297e-89,-0.277735729798327,0.432,0.552,2.37419749600724e-84,0,CYLD
2.03723210521227e-86,-0.330834495563738,0.842,0.875,4.9272495696664e-82,0,SMCHD1
2.76243009016635e-86,0.267768581681306,0.537,0.439,6.68121341607634e-82,0,MYO5A
8.12092879519115e-86,-0.266869842785974,0.072,0.156,1.96412783840493e-81,0,AC253572.2
1.85156881544938e-85,-0.398557995652925,0.594,0.683,4.47820433704587e-81,0,NFKB1
2.58383285696674e-85,-0.250502261293714,0.994,0.97,6.24925814785975e-81,0,RPS12
1.01616694522531e-84,-0.318318746154298,0.461,0.556,2.45770137372194e-80,0,SNHG8
3.05477483729181e-84,-0.378447256616654,0.493,0.588,7.38827842147397e-80,0,RBMS1
2.00272296484839e-83,-0.313766692867002,0.389,0.499,4.8437857627823e-79,0,CREM
3.94023105213772e-83,-0.337450801628536,0.431,0.541,9.52984282270028e-79,0,GPRIN3
1.30189215983373e-82,-0.262452326678068,0.162,0.266,3.14875637777385e-78,0,AC119396.1
2.97189410303529e-82,-0.497103911514739,0.425,0.529,7.18782307760116e-78,0,PLCG2
1.83146399054518e-81,-0.356307419752328,0.393,0.502,4.42957880753257e-77,0,AP001011.2
3.56850790087785e-81,-0.427803875772397,0.128,0.219,8.63079320906316e-77,0,RGS1
6.83855185286197e-81,-0.485467441591804,0.425,0.523,1.6539721511332e-76,0,FKBP5
1.72330755150072e-80,-0.256778729091194,0.797,0.808,4.16799164405963e-76,0,HINT1
4.35739578967739e-80,-0.352123985174688,0.352,0.464,1.05387974569137e-75,0,MLLT3
1.09375920087628e-79,-0.343297298604007,0.169,0.272,2.64536600323936e-75,0,PRKN
2.70722699343446e-79,0.250041684891956,0.351,0.264,6.54769920632058e-75,0,ANXA5
3.14625129073699e-78,-0.273051904550668,0.051,0.122,7.60952337177649e-74,0,MARCHF3
3.84919307839942e-78,-0.369840833150146,0.375,0.482,9.30965837941684e-74,0,MGAT5
6.10739564213739e-78,-0.308256873636476,0.287,0.396,1.47713471000735e-73,0,PPP1R15A
4.78908086930509e-76,-0.325727938563337,0.275,0.385,1.15828709905013e-71,0,H1-3
2.61071661846891e-75,0.25788726529023,0.596,0.524,6.3142792134289e-71,0,CALR
4.13684869912004e-75,0.25014050466552,0.331,0.244,1.00053822636917e-70,0,PRKCI
9.32754624099355e-74,-0.258361628630528,0.242,0.35,2.2559603338467e-69,0,ATF7IP2
1.45190961144751e-73,-0.266154092123103,0.039,0.104,3.51158858624694e-69,0,DIRC3
5.48030136844507e-73,-0.331098307311199,0.679,0.738,1.32546568897212e-68,0,TC2N
7.90712528279589e-73,-0.271522560502309,0.059,0.13,1.91241732089702e-68,0,TBXAS1
1.88911849401496e-72,-0.267900584237616,0.331,0.444,4.56902198962458e-68,0,MPP7
6.19679912022489e-72,-0.305326560536253,0.6,0.689,1.49875783521759e-67,0,PACS1
1.57596684677702e-71,-0.321747297723211,0.277,0.375,3.81163341561491e-67,0,AP3M2
8.80715778658907e-71,-0.27782023381133,0.349,0.454,2.13009918226443e-66,0,TAB2
1.11143137304448e-70,-0.281802282615568,0.797,0.86,2.68810791884537e-66,0,ZBTB20
1.21754915914872e-69,-0.276168511541926,0.722,0.778,2.9447643963171e-65,0,PDCD4
2.67053620990077e-69,-0.524341050441858,0.05,0.115,6.458958877266e-65,0,LINC01505
7.74704153094724e-64,-0.26157018649088,0.736,0.795,1.8736994646749e-59,0,CD96
1.58883718692605e-61,-0.306756327371514,0.09,0.161,3.84276162029935e-57,0,AC008014.1
2.64115863176104e-61,-0.282921330317103,0.346,0.45,6.38790626677726e-57,0,RFX3
1.91172982872126e-60,-0.293337055946793,0.365,0.467,4.62370976374525e-56,0,SIPA1L1
5.32715339005404e-60,-0.426015937689994,0.191,0.277,1.28842531891847e-55,0,TEX14
4.74034394201296e-59,-0.295499361982409,0.559,0.64,1.14649958581525e-54,0,DENND4A
7.48223023391805e-59,-0.265278548643515,0.534,0.618,1.80965220437542e-54,0,STAT3
2.66197632825122e-58,-0.270196404785339,0.298,0.396,6.43825594750839e-54,0,FUT8
3.74895329276292e-58,-0.258041980153072,0.76,0.819,9.06721843387639e-54,0,DPYD
9.19144088923833e-57,-0.270706960206986,0.337,0.436,2.22304189347118e-52,0,SUPT3H
3.33550762776652e-55,-0.253744531060058,0.258,0.35,8.0672587485161e-51,0,GRK5
4.04787797847683e-55,-0.263472121317871,0.877,0.868,9.79019767874406e-51,0,BCL11B
4.17885192144177e-55,-0.254948056017945,0.95,0.923,1.01069712571991e-50,0,FTH1
5.7591459352044e-55,-0.266152923689982,0.198,0.284,1.39290703588854e-50,0,CROCC
5.74117271761223e-54,-0.264595701888851,0.472,0.562,1.38856003348169e-49,0,ADK
1.04228331793051e-51,-0.253739563643557,0.409,0.508,2.52086643274674e-47,0,RERE
1.37964824665125e-50,-0.258003473712551,0.444,0.53,3.33681724935072e-46,0,AC022966.1
2.83604694840728e-49,-0.278203779993065,0.478,0.559,6.85926314941785e-45,0,ITK
1.07892651787128e-48,-0.27291216638175,0.502,0.581,2.60949167612348e-44,0,RAB11A
1.09397995805758e-48,-0.250107277606891,0.335,0.426,2.64589992655805e-44,0,TBL1X
3.85520585764917e-48,-0.879846042866928,0.069,0.121,9.32420088731029e-44,0,PTGDS
1.05287097373502e-46,-0.261997584016612,0.216,0.294,2.54647373707551e-42,0,HSPH1
2.485905647859e-46,-0.288072801300409,0.573,0.639,6.01241139991178e-42,0,TSC22D3
2.22957304147933e-45,-0.270686834055643,0.281,0.364,5.39244535812191e-41,0,SSBP2
2.64273736108813e-43,-0.265015306663712,0.341,0.425,6.39172458152776e-39,0,NR3C2
4.64083763092536e-42,-0.30565584060532,0.276,0.35,1.12243298941561e-37,0,APBA2
1.23424869926082e-37,-0.256495460782254,0.427,0.487,2.98515390403221e-33,0,RPS4Y1
2.08599848489407e-37,-0.366964708755498,0.137,0.19,5.0451959355648e-33,0,CTBP2
5.0010848197389e-37,-0.539847002814261,0.546,0.577,1.20956237450205e-32,0,JUN
4.00299368104746e-36,-0.274090942562782,0.429,0.494,9.68164051698139e-32,0,ELL2
2.51321295571842e-35,-0.292188464664563,0.558,0.613,6.07845685470056e-31,0,BTG2
2.37762279643893e-32,-0.25537926845254,0.39,0.456,5.7505184954672e-28,0,SFMBT2
3.5896765746041e-30,-0.258788666822376,0.455,0.51,8.68199176333747e-26,0,LINC00513
1.18291655738454e-29,-0.259378162305186,0.079,0.12,2.86100198569026e-25,0,GFOD1
1.10806409751018e-27,-0.292906118986737,0.17,0.217,2.67996382623812e-23,0,LINC00299
1.15031715282828e-22,-0.334907390212761,0.335,0.385,2.78215706583048e-18,0,KLRB1
9.75818823474388e-22,-0.361255478656446,0.106,0.142,2.36011540645515e-17,0,NCAM1
7.52012973087386e-20,-0.270588966711868,0.354,0.419,1.81881857670915e-15,0,HBB
1.61007366059283e-15,-0.288822798504938,0.259,0.288,3.89412415550982e-11,0,IL2RB
9.11414753398997e-13,-0.256006424383498,0.765,0.752,2.20434772257082e-08,0,TNFAIP3
7.44513157610381e-07,-0.367712873941243,0.91,0.898,0.0180067952299647,0,CD247
0,2.63621299743431,0.566,0.06,0,1,PTGDS
0,1.92827994440199,0.932,0.28,0,1,FGFBP2
0,1.85341585542087,0.96,0.351,0,1,GNLY
0,1.84476520753786,0.69,0.119,0,1,TRDC
0,1.78558229750124,0.923,0.253,0,1,GZMB
0,1.76762509234013,0.604,0.234,0,1,TRGC2
0,1.55418640837027,0.997,0.537,0,1,NKG7
0,1.40428363274736,0.861,0.333,0,1,PRF1
0,1.25407055956239,0.955,0.514,0,1,CST7
0,1.21535803105217,0.525,0.165,0,1,TYROBP
0,1.2145633148424,0.656,0.175,0,1,FCGR3A
0,1.19160574298948,0.852,0.337,0,1,GZMH
0,1.17698380236813,0.857,0.336,0,1,KLRD1
0,1.16216700948218,0.885,0.465,0,1,EFHD2
0,1.10672964725834,0.678,0.261,0,1,SPON2
0,1.09838653628225,0.643,0.199,0,1,ADGRG1
0,1.09148500735211,0.354,0.078,0,1,LINC01505
0,1.03635885435742,0.972,0.604,0,1,CCL5
0,0.992633578143356,0.946,0.519,0,1,GZMA
0,0.989677835953436,0.981,0.876,0,1,CYBA
0,0.981518445002897,0.706,0.335,0,1,HOPX
0,0.967411903018225,0.838,0.491,0,1,CTSW
0,0.957984517226954,0.498,0.13,0,1,PRSS23
0,0.934531688462038,0.52,0.154,0,1,CX3CR1
0,0.879238761834291,0.587,0.221,0,1,MTSS1
0,0.86359173592651,0.727,0.475,0,1,DSTN
0,0.852892255775249,0.979,0.89,0,1,CD247
0,0.852645813883655,0.694,0.331,0,1,PLEK
0,0.829184008050573,0.848,0.427,0,1,ZEB2
0,0.824622661435592,0.739,0.319,0,1,C1orf21
0,0.819078443418847,0.501,0.16,0,1,LINC02384
0,0.818322705838249,0.562,0.219,0,1,AGAP1
0,0.806244386100711,0.834,0.605,0,1,FLNA
0,0.796465557292227,0.447,0.207,0,1,KLRF1
0,0.791744389608695,0.477,0.149,0,1,CTBP2
0,0.785345966948556,0.783,0.553,0,1,ABHD17A
0,0.778547379750705,0.343,0.076,0,1,ASCL2
0,0.767442435845351,0.834,0.63,0,1,ITGB2
0,0.765321489900249,0.883,0.731,0,1,IFITM2
0,0.754646035973625,0.959,0.822,0,1,HCST
0,0.75398535101812,0.268,0.03,0,1,TRGV9
0,0.741419935970474,0.275,0.041,0,1,ZNF683
0,0.71961781764269,0.917,0.668,0,1,SYNE1
0,0.711043316821588,0.611,0.375,0,1,LGALS1
0,0.707406645084425,0.839,0.557,0,1,TGFBR3
0,0.697777559097223,0.787,0.515,0,1,SAMD3
0,0.696329239931209,0.266,0.103,0,1,FCER1G
0,0.688012478820093,0.549,0.272,0,1,MATK
0,0.687364119220541,0.812,0.579,0,1,GZMM
0,0.67583375012506,0.692,0.467,0,1,CD63
0,0.6698973905612,0.574,0.25,0,1,CCL4
0,0.6697996050192,0.663,0.413,0,1,C12orf75
0,0.659024423260099,0.384,0.135,0,1,TTC38
0,0.656644929513883,0.353,0.16,0,1,AK5
0,0.655999863702426,0.98,0.837,0,1,S100A4
0,0.653967033296172,0.81,0.544,0,1,MYO1F
0,0.644817758987429,0.42,0.173,0,1,PPM1L
0,0.643486131707468,0.741,0.43,0,1,MCTP2
0,0.641808278298728,0.576,0.339,0,1,APOBEC3G
0,0.63491085032471,0.902,0.779,0,1,UBB
0,0.634800926989264,0.999,0.981,0,1,HLA-B
0,0.629368869331899,0.241,0.053,0,1,DOCK5
0,0.629281920444055,0.521,0.252,0,1,PTPN12
0,0.628555449177866,0.323,0.142,0,1,CLIC3
0,0.626528433579467,0.665,0.488,0,1,PLAC8
0,0.619613889003353,0.664,0.442,0,1,GNPTAB
0,0.611475368156792,0.661,0.486,0,1,DBI
0,0.606525781729878,0.22,0.037,0,1,CES1
0,0.605460284821441,0.64,0.435,0,1,GSTP1
0,0.602926489173965,0.48,0.267,0,1,VCL
0,0.598302636812619,0.65,0.347,0,1,KLRB1
0,0.59210736138996,0.256,0.061,0,1,SYNGR1
0,0.587497544190805,0.801,0.635,0,1,CLIC1
0,0.58345443036419,0.974,0.888,0,1,SH3BGRL3
0,0.581423820046336,0.636,0.458,0,1,MT2A
0,0.579294282373665,0.454,0.197,0,1,LYN
0,0.576389873124417,0.33,0.135,0,1,NCR3
0,0.572739302352071,0.51,0.287,0,1,SYTL2
0,0.563813144703366,0.257,0.062,0,1,AKR1C3
0,0.563247723064166,0.963,0.892,0,1,PFN1
0,0.554606676607226,0.581,0.409,0,1,OSTF1
0,0.554290961038288,0.598,0.391,0,1,MYBL1
0,0.553908110768297,0.395,0.166,0,1,OSBPL5
0,0.550532626509022,0.376,0.163,0,1,TBX21
0,0.544958511451562,0.574,0.411,0,1,DHRS7
0,0.544059622201564,0.327,0.126,0,1,S1PR5
0,0.533904594702384,0.991,0.958,0,1,HLA-C
0,0.533458708857089,0.265,0.087,0,1,EPB41L4A
0,0.531800075040238,0.453,0.213,0,1,PDGFD
0,0.531598779835887,0.582,0.398,0,1,CTSC
0,0.523373688684169,0.66,0.415,0,1,JAZF1
0,0.522805787809064,0.288,0.102,0,1,TLE1
0,0.521790150811817,0.723,0.594,0,1,BIN2
0,0.52121092387212,0.361,0.174,0,1,SLC15A4
0,0.520631351448292,0.749,0.565,0,1,ITGAL
0,0.5171472923218,0.535,0.337,0,1,SSBP3
0,0.516657767346435,0.739,0.467,0,1,AC002316.1
0,0.514984426652667,0.941,0.862,0,1,S100A6
0,0.513235258711336,0.74,0.604,0,1,SUN2
0,0.511211032609692,0.408,0.188,0,1,LINC00299
0,0.510430590663989,0.898,0.803,0,1,LCP1
0,0.510417780455049,0.467,0.266,0,1,TPST2
0,0.508212124040022,0.862,0.752,0,1,EMP3
0,0.507706613040184,0.363,0.163,0,1,ADGRG5
0,0.50455526839028,0.967,0.905,0,1,SERF2
0,0.501238463410615,0.412,0.202,0,1,FCRL6
0,0.498366763727077,1,0.994,0,1,B2M
0,0.497723947486215,0.342,0.16,0,1,CD300A
0,0.497196491738049,0.174,0.013,0,1,SLC1A7
0,0.496722446601659,0.337,0.135,0,1,ITGAM
0,0.494935587989864,0.97,0.912,0,1,TXNIP
0,0.493752374626523,0.931,0.854,0,1,RAP1B
0,0.491863212852673,0.444,0.244,0,1,LPCAT1
0,0.486199357906626,0.939,0.858,0,1,MYL12A
0,0.484941638517876,0.998,0.976,0,1,HLA-A
0,0.484862040499036,0.807,0.467,0,1,AOAH
0,0.47651877656054,0.193,0.049,0,1,PALLD
0,0.473738333057231,0.716,0.47,0,1,NCALD
0,0.472579948205228,0.272,0.097,0,1,SLCO4C1
0,0.472045889090828,0.821,0.706,0,1,CD99
0,0.470834204244454,0.846,0.648,0,1,ARHGAP26
0,0.469364147122759,0.923,0.87,0,1,ARPC2
0,0.468136673528722,0.317,0.138,0,1,AC005747.1
0,0.461969710099807,0.366,0.17,0,1,ZBTB16
0,0.456452924872084,0.224,0.07,0,1,EPDR1
0,0.455695061482481,0.94,0.882,0,1,CFL1
0,0.453838090156237,0.193,0.039,0,1,RASSF4
0,0.437193712358779,0.84,0.683,0,1,RUNX3
0,0.434208276456213,0.279,0.113,0,1,FGR
0,0.431296185474756,0.2,0.057,0,1,ITGAX
0,0.426239089657337,0.297,0.119,0,1,NCAM1
0,0.416635917299788,0.925,0.869,0,1,SEPTIN7
0,0.404147378955083,0.222,0.083,0,1,RGS9
0,0.397747311041433,0.167,0.041,0,1,GOLM1
0,0.381417932518243,0.141,0.018,0,1,KIR3DL1
0,0.370337650959523,0.999,0.982,0,1,TMSB4X
0,0.368355743202859,0.979,0.939,0,1,CALM1
0,0.365248750684537,1,1,0,1,MT-CO1
0,0.360661909462657,0.167,0.043,0,1,NMUR1
0,0.359078691359948,0.139,0.029,0,1,KIFC3
0,0.35418712044021,0.983,0.959,0,1,HLA-E
0,0.336624884156013,0.119,0.018,0,1,LINC00469
0,0.317009025973818,1,1,0,1,MT-RNR1
0,0.315671989677324,0.105,0.004,0,1,TRDV2
0,0.289858434700321,1,0.999,0,1,MT-CO2
0,-0.394990360889397,0.997,0.97,0,1,RPL37
0,-0.398519329143448,0.997,0.97,0,1,RPLP2
0,-0.422948465082128,0.996,0.956,0,1,RPL39
0,-0.423734565677521,0.997,0.967,0,1,RPL30
0,-0.436620123509631,0.992,0.953,0,1,RPS25
0,-0.440225154960364,0.995,0.968,0,1,RPS2
0,-0.454081035649298,0.997,0.96,0,1,RPS28
0,-0.457819515485964,0.987,0.942,0,1,RPL12
0,-0.474899772997964,0.981,0.951,0,1,RPL5
0,-0.476584279213464,0.995,0.968,0,1,RPS6
0,-0.484271351079587,0.998,0.978,0,1,TPT1
0,-0.497247869644304,0.998,0.972,0,1,RPS29
0,-0.502192376323062,0.969,0.946,0,1,RPSA
0,-0.503072226786635,0.997,0.97,0,1,RPS12
0,-0.507029308431591,0.996,0.97,0,1,RPL11
0,-0.513946024931735,0.086,0.309,0,1,CD5
0,-0.514967797024437,0.015,0.209,0,1,CD4
0,-0.520699985621807,0.999,0.986,0,1,EEF1A1
0,-0.527915126092357,0.965,0.938,0,1,RPS20
0,-0.531417997264642,0.858,0.945,0,1,CDC42SE2
0,-0.535820905865536,0.997,0.968,0,1,RPL32
0,-0.54352770323103,0.038,0.239,0,1,SOCS3
0,-0.544190270100733,0.46,0.698,0,1,SMAP2
0,-0.553695913364245,0.991,0.953,0,1,RPL9
0,-0.555358713613804,0.03,0.239,0,1,TRABD2A
0,-0.556247874041445,0.999,0.972,0,1,RPLP1
0,-0.561578885182762,0.023,0.235,0,1,TNFSF8
0,-0.572682871680399,0.986,0.956,0,1,RPL36
0,-0.579546027167818,0.889,0.907,0,1,RPL23
0,-0.58735633728377,0.999,0.983,0,1,RPL13
0,-0.587410642142082,0.603,0.792,0,1,PDCD4
0,-0.59524434404515,0.996,0.966,0,1,RPS8
0,-0.598004744260001,0.977,0.932,0,1,RPS13
0,-0.599199407608046,0.094,0.351,0,1,FAM102A
0,-0.613193791808226,0.024,0.28,0,1,CD27
0,-0.616128950326706,0.917,0.959,0,1,BTG1
0,-0.626173613695592,0.334,0.597,0,1,TMEM123
0,-0.643941111456449,0.018,0.281,0,1,TRAT1
0,-0.644698514418974,0.287,0.547,0,1,AC022966.1
0,-0.649231864998647,0.004,0.233,0,1,CCR7
0,-0.649343138357199,0.288,0.576,0,1,MCUB
0,-0.650982248395617,0.659,0.851,0,1,LINC01619
0,-0.657808563018351,0.239,0.512,0,1,NCK2
0,-0.677034555398102,0.039,0.252,0,1,ICOS
0,-0.691189727644879,0.009,0.193,0,1,FAAH2
0,-0.69197771288995,0.999,0.977,0,1,RPS18
0,-0.699626163060382,0.002,0.243,0,1,MAL
0,-0.714536474721122,0.369,0.609,0,1,AC010197.2
0,-0.748747069160951,0.743,0.884,0,1,BCL11B
0,-0.750662207517996,0.362,0.615,0,1,CRYBG1
0,-0.76001023953215,0.019,0.274,0,1,GPR183
