p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.06313839704412e-78,-0.598299339348114,0.18,0.348,7.40850652709092e-74,11,APBA2
5.2446193264406e-78,0.363604743649842,0.47,0.299,1.26846363029292e-73,11,PLP2
5.98328960568856e-78,0.374359233026065,0.702,0.531,1.44711842403184e-73,11,CYLD
6.13534521509279e-78,-0.269067226304617,0.998,0.997,1.48389459372234e-73,11,MT-ND2
8.6078443019809e-78,0.451796645705462,0.707,0.543,2.0818932228771e-73,11,ITK
1.69571464352501e-77,-0.435433288970764,0.049,0.191,4.10125543682958e-73,11,TBX21
2.80301037113315e-77,0.26741099639616,0.244,0.119,6.77936088362265e-73,11,SLAMF1
7.85609611048132e-77,-0.360916984870608,0.856,0.921,1.90007540528101e-72,11,FTL
8.43454967509591e-77,-0.456246575698224,0.012,0.138,2.0399801844187e-72,11,SLC4A4
9.04266729424965e-77,0.401081713136982,0.928,0.86,2.18705951178722e-72,11,AKAP13
2.53944305833307e-76,0.617605500236443,0.586,0.427,6.14189698088437e-72,11,NIBAN1
1.07525944593606e-75,-0.54063858083806,0.244,0.422,2.60062249594097e-71,11,NR3C2
1.59156247763006e-75,-0.453157441643349,0.006,0.127,3.84935300839606e-71,11,TLE1
1.60020684596409e-75,-0.503096696725018,0.116,0.271,3.87026027764875e-71,11,GSE1
2.05406027171426e-75,0.378246180900981,0.776,0.626,4.96795017316811e-71,11,CYTIP
2.61407398759193e-75,0.336662217938564,0.826,0.698,6.32239934638984e-71,11,NAP1L1
3.05607769277635e-75,0.384984773474585,0.854,0.762,7.39142950774887e-71,11,KLF2
4.38476138478838e-75,0.307228881548792,0.368,0.211,1.06049838852492e-70,11,MAL
6.55192560573146e-75,0.286196972074166,0.346,0.19,1.58464872700221e-70,11,EZH2
7.25063718265741e-75,0.402664236230729,0.277,0.146,1.75363910899752e-70,11,ACVR2A
1.21260959206462e-74,0.26133476726793,0.342,0.19,2.93281755936748e-70,11,CCDC167
2.22756858279624e-74,-0.498582260805825,0.221,0.374,5.38759737435098e-70,11,APMAP
5.29486085368101e-74,0.36822195952259,0.35,0.2,1.28061504607129e-69,11,KLHL5
5.81440821522215e-74,-0.399790371535906,0.012,0.135,1.40627277093363e-69,11,PIK3AP1
7.07504266053381e-74,0.351043828634773,0.935,0.86,1.71116981787671e-69,11,FNBP1
1.12811977823927e-73,-0.885376429975363,0.006,0.125,2.72847049564949e-69,11,SGCD
3.45140033939305e-73,0.345280233294131,0.311,0.173,8.34755686085602e-69,11,AC104365.2
5.36127938143835e-73,0.429599901689189,0.281,0.149,1.29667903119468e-68,11,AC139720.1
5.64642288264942e-73,-0.63905916675152,0.467,0.576,1.36564383839759e-68,11,MYO1F
7.20675028464245e-73,-0.364092325271021,0.014,0.136,1.74302462384362e-68,11,FGR
1.6228171877377e-72,0.453404364459817,0.512,0.352,3.92494565026241e-68,11,TIPARP
2.09788575314087e-72,-0.469838131964266,0.098,0.247,5.0739464825465e-68,11,GAB3
2.673696335427e-72,0.409494804877287,0.725,0.558,6.46660195686375e-68,11,RNF149
5.82438285482796e-72,-0.635014789058148,0.301,0.451,1.40868523726869e-67,11,TFDP2
6.64483126152679e-72,-0.485671683492757,0.051,0.188,1.60711888891287e-67,11,MYO6
1.84704565505133e-71,0.258222854842583,0.358,0.203,4.46726462130714e-67,11,CCR7
2.26208120188797e-71,-0.451800411599388,0.376,0.531,5.47106959488624e-67,11,SOS2
4.78822335773484e-71,0.414971889860909,0.758,0.602,1.15807970130175e-66,11,STAT3
8.27686953043604e-71,0.407806398131553,0.839,0.719,2.00184366463126e-66,11,USP3
8.45009788090043e-71,0.539343706786843,0.174,0.078,2.04374067347458e-66,11,AFF3
1.09833599285013e-70,-0.544817322077145,0.211,0.364,2.65643543230732e-66,11,SSBP3
1.83245437746397e-70,0.314037086889752,0.431,0.268,4.43197415733437e-66,11,ANXA5
1.86942213646673e-70,0.358186935148012,0.5,0.334,4.52138437925844e-66,11,ITM2A
2.75009174736185e-70,0.349063818277864,0.57,0.4,6.65137190016936e-66,11,CNN2
2.77968685341441e-70,0.401733577287668,0.679,0.508,6.72295062366809e-66,11,VOPP1
1.50163522845062e-69,-0.477116090152625,0.127,0.282,3.63185496353067e-65,11,TANC2
1.75809323860542e-69,-0.460805558920789,0.385,0.507,4.25212430689107e-65,11,CD81
1.91053795663451e-69,-0.297440106848171,0.937,0.971,4.62082710191624e-65,11,RPS3
2.59933416207565e-69,-0.460164443754034,0.126,0.273,6.28674960439618e-65,11,TGFBR1
3.05238741249916e-69,0.363228249804588,0.901,0.822,7.38250419587046e-65,11,USP15
6.21652743373065e-69,-0.409753563602371,0.007,0.12,1.5035293251221e-64,11,SLCO4C1
8.97954885226875e-69,-0.520368369589564,0.024,0.146,2.17179368540972e-64,11,SETBP1
1.28714867720532e-68,0.293861011528172,0.311,0.173,3.11309779068879e-64,11,AC087286.2
1.79518981226724e-68,-0.575451919908746,0.104,0.251,4.34184607994954e-64,11,AF165147.1
2.35496919984542e-68,-0.458718628149996,0.353,0.5,5.69572850674613e-64,11,SMAD7
2.94233311833011e-68,-0.381484048559273,0.011,0.125,7.11632687999319e-64,11,FAM49A
4.08521209745764e-68,0.336697349172262,0.389,0.235,9.88049397891104e-64,11,RRM1
9.14906083844082e-68,0.375749318965016,0.475,0.315,2.2127918543853e-63,11,SPTBN1
1.49392446636394e-67,0.261979597331447,0.22,0.109,3.61320571434784e-63,11,SYNE3
1.64773272342976e-67,0.348918844060187,0.806,0.657,3.98520636488721e-63,11,NDFIP1
2.32985350625856e-67,0.353793694889025,0.901,0.804,5.63498369023694e-63,11,DOCK10
2.45620819713662e-67,0.311219267809941,0.345,0.2,5.94058514559464e-63,11,EHD4
3.16146330927851e-67,0.333028075187652,0.944,0.976,7.646315159821e-63,11,TMSB10
8.31046529743873e-67,-0.706890495102014,0.309,0.446,2.00996913683853e-62,11,JAZF1
9.08792930498847e-67,0.311200345718766,0.548,0.381,2.19800658170451e-62,11,EVI2B
9.37111456207636e-67,-0.408960496403909,0.879,0.912,2.26649776798379e-62,11,JAK1
2.40219616168063e-66,-0.534861990660323,0.425,0.55,5.80995163664077e-62,11,CMIP
5.05018717090065e-66,-0.36509489942065,0.837,0.876,1.22143826915403e-61,11,SEPTIN7
6.23617843643098e-66,-0.438091816584332,0.305,0.437,1.5082821166352e-61,11,PAXX
1.04376884543384e-65,-0.656439543765656,0.126,0.265,2.52445932956629e-61,11,MTSS1
3.0406926319213e-65,0.365963016512387,0.543,0.371,7.35421919956486e-61,11,PATJ
4.46147539516831e-65,-0.407707093774889,0.067,0.196,1.07905243907541e-60,11,USP28
1.03309818523588e-64,-0.588296390421194,0.056,0.185,2.49865127081149e-60,11,AK5
1.07842478036628e-64,-0.428944642519323,0.086,0.225,2.60827817379388e-60,11,RNF130
1.31861285780239e-64,0.306151743457631,0.393,0.24,3.18919705788085e-60,11,TOM1
2.23928539457724e-64,0.283169612330796,0.357,0.211,5.41593565532452e-60,11,POLR3E
3.69324090452373e-64,0.316738107237224,0.389,0.24,8.9324724516811e-60,11,CMTM7
3.84159663281576e-64,-0.405856050171683,0.115,0.258,9.29128561612819e-60,11,PRKD3
9.49726874948813e-64,0.377198492683889,0.625,0.454,2.2970094197512e-59,11,MDFIC
1.40954118396792e-63,-0.321053893924358,0.017,0.128,3.40911630754482e-59,11,PTCH1
3.67303470462624e-63,0.354451381123972,0.269,0.149,8.88360173660902e-59,11,AC053513.1
6.21690092715222e-63,-0.458913991921876,0.588,0.698,1.50361965824104e-58,11,SYTL3
8.47024004271284e-63,0.333438723551104,0.607,0.435,2.04861225673053e-58,11,TAB2
1.20424363604109e-62,-0.343692715283652,0.006,0.108,2.91258365812899e-58,11,ASCL2
1.68224839287783e-62,-0.338701262687546,0.766,0.823,4.06868596301432e-58,11,MT-ND4L
1.77703259324359e-62,0.270097544484431,0.217,0.11,4.29793103001895e-58,11,MTHFD1L
1.97767185434849e-62,-0.693580206873096,0.076,0.204,4.78319714692726e-58,11,PPM1L
1.99215376498284e-62,0.330077755580226,0.848,0.805,4.81822309598749e-58,11,HINT1
2.88266475280855e-62,-0.388249374585863,0.041,0.16,6.97201297114276e-58,11,NCR3
2.98618611993704e-62,0.377139773036982,0.649,0.49,7.22238974967973e-58,11,FOXP1
7.43450698473381e-62,0.369666653995218,0.583,0.416,1.79810985932772e-57,11,DOCK9
1.08226024313774e-61,0.410864001717489,0.836,0.718,2.61755462405293e-57,11,TNIK
1.35623860456934e-61,0.345461750752784,0.666,0.506,3.28019868901142e-57,11,SPTAN1
1.37579466532788e-61,-1.18676181248466,0.014,0.119,3.32749697756201e-57,11,PTGDS
1.48698691658019e-61,-0.431594824757453,0.03,0.147,3.59642655644084e-57,11,DTHD1
2.76412631675017e-61,-0.445734039286762,0.175,0.322,6.68531590969195e-57,11,LINC01871
3.48822189389327e-61,0.390471321001504,0.682,0.525,8.43661347257026e-57,11,FOXO1
4.17311176742085e-61,0.379503958376081,0.468,0.319,1.00930881206841e-56,11,CRIP1
4.74048636595951e-61,-0.450268688399918,0.265,0.397,1.14653403247097e-56,11,RASSF1
5.03743678687938e-61,-0.478835684082556,0.237,0.369,1.21835446127465e-56,11,APOBEC3G
1.24872844087365e-60,-0.414374233578684,0.009,0.111,3.02017460709701e-56,11,XCL2
1.31097838292162e-60,0.359795229192141,0.605,0.448,3.17073231693423e-56,11,STAT5B
2.2462269916258e-60,0.453500662300607,0.704,0.581,5.43272460194616e-56,11,DDIT4
3.17810899472017e-60,0.268968392311841,0.336,0.199,7.68657441463021e-56,11,PLEC
3.34416886012126e-60,-0.727190822681217,0.019,0.125,8.08820680508927e-56,11,FCER1G
3.34889809630195e-60,-0.488527934666627,0.179,0.325,8.09964493571591e-56,11,SNTB1
1.32823850010274e-59,-0.417325179812931,0.01,0.11,3.21247763634849e-55,11,EPB41L4A
1.52116392263902e-59,-0.5694057398711,0.088,0.217,3.67908706329473e-55,11,LINC00299
1.94191025628294e-59,0.294056862668516,0.944,0.881,4.69670414584592e-55,11,STK17B
1.97916758027421e-59,0.319995230578508,0.84,0.734,4.7868147096512e-55,11,ELF1
2.15172415408354e-59,-0.400883992435977,0.77,0.838,5.20416003906644e-55,11,PITPNC1
2.68212638134537e-59,-0.330967751506755,0.049,0.168,6.48699086592191e-55,11,A2M-AS1
4.3131844115604e-59,-0.55105202028708,0.16,0.289,1.04318678178e-54,11,IL2RB
9.93902766868408e-59,-0.730192448098532,0.007,0.105,2.40385323194793e-54,11,BNC2
2.06396972956505e-58,0.333392835227715,0.39,0.248,4.99191718792603e-54,11,AC119396.1
4.04166932040529e-58,-0.479214094285135,0.432,0.557,9.77518141833225e-54,11,DNAJC1
4.0673625160312e-58,0.356369059432433,0.702,0.558,9.83732298127306e-54,11,BAZ1A
4.52557663440302e-58,0.350453743336115,0.646,0.488,1.09455596479671e-53,11,LINC-PINT
1.01082869860644e-57,0.266910687479354,0.142,0.061,2.44479029044953e-53,11,SESTD1
1.94618773826875e-57,0.350445851507692,0.489,0.337,4.7070496637768e-53,11,TMEM245
7.23632063123323e-57,0.305738219781822,0.483,0.329,1.75017650787007e-52,11,CDR2
9.1484121971927e-57,0.292096830444869,0.538,0.377,2.21263497401303e-52,11,PPP1R15A
1.20707400903857e-56,-0.326422545688342,0.07,0.19,2.91942919826068e-52,11,TSPAN32
2.68073321770722e-56,-0.40410809491811,0.18,0.315,6.48362136034668e-52,11,UBE2E3
3.06888186577795e-56,-0.327491459659642,0.023,0.128,7.42239768057055e-52,11,LATS2
3.0799657681779e-56,0.319669147253806,0.402,0.259,7.44920520691507e-52,11,HIVEP1
4.24024701338816e-56,-0.413577326399415,0.08,0.199,1.02554614265806e-51,11,SLC15A4
4.80928727581684e-56,-0.765697071717058,0.014,0.111,1.16317422052906e-51,11,LINC01505
6.09367376399643e-56,0.356016302612881,0.846,0.741,1.47381593656018e-51,11,HERC1
9.88303466180233e-56,0.477387275748537,0.421,0.284,2.39031076330351e-51,11,PCAT1
1.14163313608663e-55,0.336903615928379,0.525,0.373,2.76115390293913e-51,11,TPM4
1.21859108743783e-55,-0.397103657557225,0.43,0.555,2.94728440407713e-51,11,IKZF3
1.58626871471868e-55,0.358794271517797,0.556,0.402,3.83654951341861e-51,11,ZNF831
3.44458670315276e-55,0.370254454043013,0.643,0.492,8.33107740024527e-51,11,CCM2
3.61371167299817e-55,0.290105173197194,0.381,0.247,8.74012305231337e-51,11,CD27
7.06924438842204e-55,-0.395865170934085,0.062,0.178,1.70976744778375e-50,11,GK5
1.02569563580709e-54,0.468162227936232,0.624,0.477,2.48074746476304e-50,11,ABLIM1
1.37022760069293e-54,-0.266011010215421,0.016,0.113,3.31403247503593e-50,11,ADRB2
1.5048000787282e-54,0.267040576271668,0.378,0.237,3.63950947041203e-50,11,IRS2
1.75863005040615e-54,-0.30735929328989,0.012,0.107,4.25342263991231e-50,11,IL18RAP
2.06982749069139e-54,-0.436284103135098,0.185,0.325,5.00608476898621e-50,11,SBF2
2.18990506967843e-54,0.359668952630737,0.67,0.517,5.29650440152424e-50,11,MAP3K5
2.2524558419646e-54,-0.381115249705238,0.07,0.183,5.44778969937558e-50,11,CD300A
4.25278765909108e-54,-0.292486459985758,0.023,0.124,1.02857922322777e-49,11,CD244
4.58824849102338e-54,0.332407114876663,0.411,0.269,1.10971378003891e-49,11,TSPAN5
8.51980241711353e-54,-0.345955896761847,0.07,0.185,2.06059941260308e-49,11,RHOC
2.70832837186411e-53,-0.426323191881767,0.051,0.162,6.55036300019054e-49,11,AC005747.1
3.1177077148538e-53,0.317368248466557,0.635,0.48,7.54048787914541e-49,11,CREM
4.29584546600425e-53,0.310816388801428,0.865,0.767,1.03899318440779e-48,11,MYH9
4.77849401508096e-53,0.277331792024183,0.338,0.206,1.15572656248748e-48,11,ATAD2
5.62400919023331e-53,-0.733221471327629,0.123,0.249,1.36022286274983e-48,11,GZMK
8.97574287442153e-53,0.30357979090774,0.481,0.33,2.17087317160759e-48,11,AC016831.6
1.20375170657958e-52,0.267739947349306,0.368,0.231,2.91139387753336e-48,11,RBL1
2.17766425998025e-52,-0.275482539993166,0.018,0.112,5.26689877918823e-48,11,KLRC4-KLRK1
1.30958105858519e-51,0.329534115795913,0.652,0.497,3.16735274829415e-47,11,SLCO3A1
1.70764612196593e-51,-0.441432660834639,0.175,0.292,4.1301129105868e-47,11,TPST2
1.8667431053288e-51,-0.373690759232782,0.726,0.795,4.51490487454824e-47,11,UBB
2.09437845037937e-51,0.299911502761371,0.459,0.315,5.06546372008755e-47,11,SDCBP
2.11746044197036e-51,-0.276933782508401,0.015,0.107,5.12128982494952e-47,11,FCRL3
2.52637164387343e-51,0.313229519875338,0.319,0.197,6.11028245787227e-47,11,AC010609.1
2.64269721925118e-51,0.27931295318714,0.393,0.254,6.39162749448091e-47,11,SIAH2
3.62961327804417e-51,-0.287718319945057,0.033,0.132,8.77858267427763e-47,11,ABI3
7.33745659077668e-51,0.30731810962676,0.312,0.191,1.77463725104525e-46,11,PRMT9
8.64258263206694e-51,0.335050467494415,0.512,0.37,2.09029503539171e-46,11,GPR132
9.35256877943835e-51,-0.331486441710424,0.06,0.168,2.26201228499496e-46,11,MXRA7
1.22983050350999e-50,-0.313564061990066,0.041,0.144,2.97446805578926e-46,11,RGS3
1.78457087901216e-50,0.336994019208149,0.678,0.541,4.31616312797882e-46,11,NOP58
3.48940426905802e-50,0.312718746494862,0.593,0.448,8.43947316514374e-46,11,NUP98
4.06580055503112e-50,-0.358226979834952,0.658,0.72,9.83354522239827e-46,11,HLA-F
7.44028148620886e-50,-0.425107343070104,0.222,0.339,1.79950648025447e-45,11,PTPRE
8.09910526593508e-50,0.388671360053217,0.756,0.678,1.95884959961906e-45,11,ANXA1
9.22813705501365e-50,0.259458889521344,0.23,0.127,2.2319172281256e-45,11,PGM2L1
2.16837844805169e-49,0.333217628297511,0.656,0.513,5.24444011445781e-45,11,ARHGEF3
2.6071576865069e-49,0.287367117257894,0.394,0.258,6.3056715805856e-45,11,NUP58
3.21067337567925e-49,0.397430559249255,0.695,0.571,7.76533462641783e-45,11,GPCPD1
3.65439524641531e-49,0.267821802274494,0.828,0.71,8.83852034298007e-45,11,CD2
4.82099861296421e-49,0.320945528064234,0.896,0.811,1.16600672453152e-44,11,OSBPL8
4.91358156173737e-49,0.31166996523423,0.682,0.549,1.1883988365218e-44,11,SAMHD1
6.91934767559473e-49,0.379654945959705,0.46,0.32,1.67351342881934e-44,11,EPHA4
7.82999482490574e-49,-0.397277861484437,0.091,0.205,1.8937625483517e-44,11,SATB1-AS1
1.12157168099632e-48,0.306500840502263,0.589,0.442,2.7126332676577e-44,11,CD55
1.17679496613589e-48,0.376850494262263,0.677,0.547,2.84619630509627e-44,11,ADK
1.63193668585603e-48,0.283765849842744,0.411,0.277,3.94700206841139e-44,11,CLDND1
4.02602179115059e-48,0.358742515653411,0.578,0.437,9.73733630407681e-44,11,USP3-AS1
4.10832007515262e-48,0.280637684438236,0.907,0.847,9.93638293376413e-44,11,ARID4B
4.60000511587514e-48,0.367108262471065,0.618,0.478,1.11255723732556e-43,11,MAN2A1
5.2285164346701e-48,-0.430581888946686,0.723,0.773,1.26456898488931e-43,11,FAM49B
6.64851553762587e-48,0.321839665751215,0.728,0.596,1.60800996793019e-43,11,WNK1
3.69185111253759e-47,0.294465688704273,0.74,0.606,8.92911110078341e-43,11,NSD3
5.57414886266979e-47,0.330908248979787,0.815,0.71,1.34816364392531e-42,11,PCNX1
5.93594309081256e-47,0.320257837629581,0.74,0.63,1.43566719594393e-42,11,SEPTIN6
7.11566391065425e-47,0.361057801065642,0.696,0.57,1.72099447343084e-42,11,PPP4R3A
9.06831263950881e-47,0.279871883578549,0.789,0.707,2.1932620949916e-42,11,CAPZB
1.31731515374508e-46,-0.387661014776476,0.13,0.242,3.18605843084784e-42,11,LLGL2
1.38403503736583e-46,-0.37883519423554,0.325,0.432,3.347427141373e-42,11,DHRS7
2.50568234735816e-46,-0.250006113592686,0.939,0.971,6.06024332532045e-42,11,RPL3
2.96188203944878e-46,-0.377677104032935,0.15,0.263,7.16360790061083e-42,11,CHST12
3.83488513550608e-46,0.276906533036308,0.527,0.384,9.275053188735e-42,11,LPXN
4.15143612148803e-46,-0.276729855073671,0.028,0.118,1.0040663403431e-41,11,GALNT3
4.30819364721479e-46,-0.532296257417315,0.343,0.453,1.04197971551537e-41,11,EIF4G3
5.32208989497653e-46,-0.31387885853098,0.938,0.963,1.28720066199902e-41,11,HLA-C
6.85243245682501e-46,-0.424711614674717,0.033,0.127,1.6573293140077e-41,11,HDAC9
1.651876867838e-45,0.276954610077818,0.309,0.195,3.99522939255298e-41,11,CLYBL
1.65792479780408e-45,0.302287061036344,0.857,0.758,4.00985691596895e-41,11,EPC1
2.02881102322611e-45,-0.30570305007073,0.073,0.176,4.90688234077467e-41,11,PLAAT3
3.04351018179799e-45,-0.320453391555829,0.073,0.18,7.36103372569662e-41,11,MVB12B
3.40283644634581e-45,0.2925025212398,0.528,0.387,8.23010022913198e-41,11,NOSIP
4.12775030141077e-45,0.267043791555964,0.398,0.267,9.9833768789921e-41,11,RALA
5.53199511400499e-45,0.36110682656444,0.659,0.526,1.33796833827325e-40,11,KLF6
8.39661243364821e-45,0.303120641650898,0.321,0.204,2.03080468320216e-40,11,CEP128
1.00235578954082e-44,-0.265041340649959,0.07,0.172,2.42429771258342e-40,11,ANTKMT
1.2069437476741e-44,0.313112141753959,0.37,0.247,2.91911414812459e-40,11,ANTXR2
2.00467208396316e-44,-0.446180071142509,0.019,0.103,4.8484999022733e-40,11,L3MBTL4
2.56025141517499e-44,-0.50468634071617,0.089,0.195,6.19222407274224e-40,11,ZBTB16
2.64621146142115e-44,0.744084717657334,0.696,0.585,6.4001270405932e-40,11,ATP1B3
2.87228610186317e-44,0.296852427976095,0.935,0.885,6.94691116596626e-40,11,RIPOR2
6.55467032671358e-44,-0.257206135935781,0.94,0.972,1.58531256521895e-39,11,RPS14
1.21288857828366e-43,-0.392632442297902,0.317,0.413,2.93349231543686e-39,11,ARPC5L
1.26537000898136e-43,0.306732140649011,0.528,0.39,3.06042390372231e-39,11,FBXO34
1.4650539862366e-43,0.352365490918531,0.688,0.569,3.54337957111185e-39,11,JUN
1.49878750368414e-43,-0.334292755957798,0.055,0.152,3.62496745641047e-39,11,CYTH3
2.04698750675551e-43,-0.351749633358253,0.175,0.291,4.95084398383887e-39,11,ST3GAL5
2.43031584054938e-43,0.336469694461495,0.656,0.523,5.87796189195274e-39,11,TBL1XR1
4.47117143011387e-43,-0.357070326510994,0.119,0.234,1.08139752208734e-38,11,FER
9.25926566933222e-43,0.30911553424751,0.69,0.558,2.23944599478469e-38,11,STT3B
1.78897932868156e-42,-0.340889117664672,0.547,0.638,4.32682540434923e-38,11,PTPN4
2.61350919933763e-42,0.265865310274726,0.443,0.308,6.32103334951799e-38,11,GALM
2.93789354224724e-42,-0.376624744622617,0.088,0.189,7.10558932127917e-38,11,JAKMIP2
8.15382382685431e-42,-0.686867800433737,0.27,0.384,1.97208383076298e-37,11,KLRB1
8.23274466215162e-42,0.266983513222166,0.437,0.305,1.99117162398799e-37,11,CCDC7
9.62007555071484e-42,0.260764896587011,0.581,0.435,2.32671147269589e-37,11,TRAF3
1.08828077143069e-41,-0.26465361249246,0.055,0.148,2.63211587378226e-37,11,LINC00612
1.182064145366e-41,0.27024335982948,0.695,0.56,2.85894034198222e-37,11,SEPTIN9
1.35843808609392e-41,-0.282158269297444,0.057,0.15,3.28551835502675e-37,11,RHBDF2
2.60169159928342e-41,-0.407735602506185,0.177,0.289,6.29245130202687e-37,11,MAN1A1
3.04614789243407e-41,-0.314778698510718,0.126,0.237,7.36741329264103e-37,11,PSTPIP2
3.27537702517079e-41,0.299563817448102,0.602,0.467,7.92182687307807e-37,11,RPS6KA5
4.70681640651233e-41,-0.253954836932739,0.023,0.103,1.13839061607907e-36,11,ADAMTS10
5.00115510789331e-41,-0.345292543763815,0.657,0.727,1.20957937439508e-36,11,CBLB
6.00013793767339e-41,-0.434243815079765,0.13,0.231,1.45119336160569e-36,11,CEP78
6.02597768873792e-41,-0.29043624061318,0.047,0.138,1.45744296379815e-36,11,ENC1
6.25887620175731e-41,0.294486940395386,0.862,0.777,1.51377179815702e-36,11,JMJD1C
8.82738760015378e-41,-0.31043817992098,0.061,0.154,2.13499196497319e-36,11,YPEL1
1.23392494109249e-40,-0.427151974882173,0.522,0.587,2.98437086252629e-36,11,ITGAL
1.25716359835746e-40,0.288195408272028,0.37,0.254,3.04057587898736e-36,11,SLC39A8
2.91286885324176e-40,0.364801845421596,0.843,0.768,7.04506460845052e-36,11,P2RY8
3.00937843917086e-40,-0.400558394685299,0.32,0.422,7.27848269297864e-36,11,DGKD
5.81439529003249e-40,0.436355627577028,0.445,0.33,1.40626964484726e-35,11,TRPS1
8.68262926976822e-40,-0.449899151877324,0.151,0.264,2.09998071518614e-35,11,PRKN
2.14553455995626e-39,0.267982341514902,0.453,0.324,5.18918988671022e-35,11,ANXA2
2.66836473814741e-39,-0.368568478109416,0.233,0.343,6.45370695568332e-35,11,GALNT10
3.31284669901126e-39,0.33798778006693,0.776,0.675,8.01245102622864e-35,11,PACS1
4.8610858112895e-39,0.353686019404579,0.595,0.465,1.17570221431848e-34,11,MGAT5
4.94346723562442e-39,-0.335055672561248,0.544,0.61,1.19562698560812e-34,11,BZW1
1.07991305489438e-38,0.270406851642381,0.303,0.196,2.61187771456756e-34,11,DISC1
1.75951122014308e-38,0.274601840722902,0.879,0.79,4.25555383703805e-34,11,RUNX1
3.63108747064092e-38,0.33439593214414,0.681,0.565,8.78214815649213e-34,11,NR4A2
4.11644537559742e-38,0.317408414578715,0.38,0.263,9.95603478541991e-34,11,NR4A3
5.77124421877958e-38,0.251627101254172,0.33,0.218,1.39583312675403e-33,11,FAM160B1
7.71725329439016e-38,-0.278051016297254,0.038,0.121,1.86649488178121e-33,11,TCF7L2
9.9099796233866e-38,0.323597076106585,0.93,0.879,2.39682767171228e-33,11,CNOT6L
1.31164107080519e-37,-0.401443641459131,0.593,0.654,3.17233509384943e-33,11,ITGB2
1.47258130435132e-37,0.301424779619975,0.802,0.699,3.56158514270409e-33,11,KAT6A
1.5778027216063e-37,0.258251085011223,0.569,0.439,3.816073662477e-33,11,TANK
2.81553003024201e-37,0.258046690510156,0.506,0.379,6.80964093114333e-33,11,ETF1
2.88005081650708e-37,-0.283013890001724,0.033,0.111,6.96569090480403e-33,11,COLQ
3.88272397944519e-37,0.278869828892072,0.661,0.535,9.39075621668614e-33,11,MAP4K4
4.51560122152235e-37,-0.262716971153699,0.763,0.81,1.09214331143739e-32,11,ATM
5.14479255272432e-37,0.277128410487166,0.695,0.565,1.2443195268019e-32,11,PPP1R2
5.38851447454214e-37,0.267084431477593,0.818,0.724,1.30326611081276e-32,11,ANKRD12
6.40900985574681e-37,0.276472811510461,0.34,0.229,1.55008312371092e-32,11,CERS6
6.93667230873478e-37,0.284444025033593,0.905,0.827,1.67770356459059e-32,11,LINC01619
8.07890135914239e-37,-0.404366418089328,0.697,0.749,1.95396308272218e-32,11,IFITM2
2.06253972407476e-36,0.35896650168735,0.283,0.186,4.98845857664722e-32,11,FMN1
2.36265655451254e-36,-0.401476986816804,0.173,0.266,5.71432114274402e-32,11,SLA2
3.75632076319773e-36,0.257538636418016,0.425,0.3,9.08503739787002e-32,11,TPK1
1.98438658590578e-35,-0.392612022279888,0.365,0.455,4.79943739667171e-31,11,IGF2R
5.25071093863116e-35,-0.391677934848005,0.344,0.42,1.26993694761733e-30,11,CTSC
9.47969802904226e-35,-0.276772657081171,0.206,0.309,2.29275976530416e-30,11,PLEKHA1
1.7207594600462e-34,0.264465370768326,0.207,0.124,4.16182883006774e-30,11,AL050309.1
2.90080941731019e-34,-0.350404793589433,0.521,0.614,7.01589765670643e-30,11,PPP3CA
4.11312747064378e-34,-0.305792826176849,0.184,0.277,9.94801010049906e-30,11,SIPA1
6.13426499600277e-34,-0.293335037691498,0.122,0.212,1.48363333193323e-29,11,PRR5
7.07521333636283e-34,-0.358098598081194,0.195,0.283,1.71121109753271e-29,11,CTSD
7.1588417897473e-34,-0.296945422293142,0.205,0.315,1.73143747526828e-29,11,PELI2
7.75328700963102e-34,0.367580850923571,0.819,0.745,1.87520999614936e-29,11,NEAT1
7.9739164816625e-34,-0.391037173543099,0.317,0.41,1.92857144025489e-29,11,GGA2
8.97310565217588e-34,-0.310803532397094,0.354,0.443,2.17023533303526e-29,11,HMGN3
9.72562614671766e-34,0.293185720169776,0.505,0.384,2.35223993984513e-29,11,ANKH
9.99970549064955e-34,-0.392381758824066,0.221,0.314,2.4185287699685e-29,11,BCR
1.05792337768293e-33,-0.349719649405549,0.246,0.345,2.55869348126394e-29,11,RRAS2
1.07860203214703e-33,-0.257576415528836,0.04,0.116,2.6087068749508e-29,11,LONRF3
1.16694614659928e-33,-0.440191289367363,0.456,0.525,2.82237595016502e-29,11,PYHIN1
1.82999985560183e-33,-0.322833110425193,0.568,0.621,4.42603765075858e-29,11,SUN2
1.83430175884546e-33,0.256903469719571,0.562,0.442,4.43644223394364e-29,11,TENT5C
2.05008932127489e-33,0.255167748476834,0.687,0.571,4.95834603243545e-29,11,SEMA4D
2.80446533911361e-33,0.293327668694845,0.474,0.361,6.78287986918017e-29,11,CMSS1
4.50998474036228e-33,-0.291986509163791,0.036,0.109,1.09078490930402e-28,11,ST8SIA6
6.74672116248437e-33,-0.314220250225681,0.068,0.15,1.63176198035847e-28,11,ADCY9
8.22172946983931e-33,-0.442990316356602,0.118,0.212,1.98850748957534e-28,11,KCNQ5
1.02325614657486e-32,0.329869560054133,0.551,0.435,2.47484731610597e-28,11,RORA-AS1
